id,name,sourceName
NM_2311_1,SG001 - Approximated social grade - Household Reference Persons aged 16 to 64 years,census_2021_asg
NM_2312_1,SG002 - Approximated Social Grade,census_2021_asg
NM_2313_1,SG003 - Approximated Social Grade by adult lifestage - Household Reference Persons,census_2021_asg
NM_2314_1,SG004 - Approximated social grade by adult lifestage (detailed),census_2021_asg
NM_2315_1,SG005 - Approximated social grade by country of birth,census_2021_asg
NM_2316_1,SG006 - Approximated social grade by ethnic group,census_2021_asg
NM_2317_1,SG007 - Approximated social grade by household family composition - Household Reference Persons,census_2021_asg
NM_2318_1,SG008 - Approximated social grade by passports held,census_2021_asg
NM_2319_1,SG009 - Approximated social grade by tenure by car or van availability,census_2021_asg
NM_2320_1,SG010 - Approximated social grade by sex by age (detailed),census_2021_asg
NM_2321_1,SG011 - Dependent children's ability to speak Welsh by Welsh household composition by approximated social grade,census_2021_asg
NM_2322_1,SG012 - Approximated social grade by adult lifestage,census_2021_asg
NM_2323_1,SG013 - Approximated social grade by sex by age,census_2021_asg
NM_2324_1,TS045A - Number of cars or vans in the area,census_2021_ts
NM_2331_1,ST001 - Number of non-UK born short-term residents by residence type,census_2021_st
NM_2332_1,ST002 - Number of non-UK born short-term residents by sex by age,census_2021_st
NM_2333_1,ST003 - Number of non-UK born short-term residents by ethnicity,census_2021_st
NM_2334_1,ST004 - Number of non-UK born short-term residents by country of birth,census_2021_st
NM_2335_1,ST005 - Number of non-UK born short-term residents by main language,census_2021_st
NM_2336_1,ST006 - Number of non-UK born short-term residents by passports held (detailed),census_2021_st
NM_2337_1,ST007 - Number of non-UK born short-term residents by general health,census_2021_st
NM_2338_1,ST008 - Number of non-UK born short-term residents in household spaces by tenure,census_2021_st
NM_2339_1,ST009 - Number of non-UK born short-term residents by economic activity,census_2021_st
NM_2340_1,ST010 - Number of non-UK born short-term residents by industry,census_2021_st
NM_2341_1,ST011 - Number of non-UK born short-term residents by occupation,census_2021_st
NM_2342_1,ST012 - Number of non-UK born short-term residents by NS-SEC,census_2021_st
NM_2343_1,ST013 - Number of non-UK born short-term residents by sex by single year of age,census_2021_st
NM_2351_1,PP001 - Number of Households,census_2021_pp
NM_2352_1,PP002 - Sex,census_2021_pp
NM_2353_1,PP003 - Disability,census_2021_pp
NM_2354_1,PP004 - Economic activity,census_2021_pp
NM_2355_1,PP005 - Ethnic group,census_2021_pp
NM_2356_1,PP006 - General health,census_2021_pp
NM_2357_1,PP007 - Household composition,census_2021_pp
NM_2358_1,PP008 - Tenure,census_2021_pp
NM_2359_1,PP009 - Industry,census_2021_pp
NM_2360_1,PP010 - Car or van availability,census_2021_pp
NM_2361_1,PP011 - Occupation,census_2021_pp
NM_2362_1,PP012 - Age,census_2021_pp
NM_2363_1,PP013 - Travel to work,census_2021_pp
NM_2364_1,PP014 - Welsh speaking ability,census_2021_pp
NM_2400_1,UK small area gross value added estimates,ra
NM_2401_1,Energy efficiency of housing,housing
NM_2402_1,Residential property sales,housing
